id,price,speed,hd,ram,screen,cores,cd,laptop,trend
657,2401,22,20,14,23,28,no,no,5
658,3933,38,5,60,15,16,no,no,1
659,516,17,16,10,11,6,yes,no,1
660,2183,17,16,10,15,16,no,no,2
661,1505,16,8,6,23,10,no,no,1
662,2706,16,24,14,15,24,no,no,5
663,2341,19,20,6,15,22,no,no,5
664,1971,19,12,2,15,10,no,no,2
665,818,15,24,6,13,8,no,yes,2
666,1940,23,20,6,17,8,yes,no,1
667,4035,38,3,52,15,18,no,no,5
668,2445,22,16,14,19,26,no,no,5
669,1677,21,16,2,21,8,no,no,2
670,3080,35,1,24,17,20,yes,no,4
671,1347,23,16,2,23,8,no,no,2
672,3135,34,1,40,19,26,no,no,4
673,1692,22,20,14,15,10,yes,no,1
674,3334,34,7,24,15,14,no,no,1
675,972,15,24,2,12,6,yes,no,2
676,2812,16,12,10,23,14,yes,no,2
677,691,21,12,14,12,10,no,yes,2
678,2020,21,20,14,23,26,yes,no,4
679,3248,37,7,48,19,14,yes,no,1
680,3083,37,5,56,15,18,no,no,5
681,3206,37,5,40,23,20,no,no,5
682,2623,20,28,6,15,26,no,no,4
683,3760,39,5,52,15,22,yes,no,4
684,4211,36,3,40,17,12,no,no,1
685,1980,18,28,14,15,8,yes,no,2
686,685,22,24,6,12,10,no,yes,1
687,2504,15,20,14,15,26,yes,no,4
688,1136,20,20,6,11,6,yes,no,1
689,2991,24,8,6,23,24,no,no,5
690,1558,19,12,10,19,6,no,no,2
691,3967,39,1,56,21,24,no,no,4
692,2801,18,20,6,19,18,no,no,4
693,1753,17,16,10,21,8,no,no,2
694,3749,33,7,52,17,18,no,no,4
695,832,19,12,14,12,4,yes,no,1
696,1259,20,20,14,15,6,no,no,1
697,988,17,8,14,13,8,yes,no,2
698,2941,21,28,14,23,28,no,no,5
699,691,21,12,6,13,8,no,yes,2
700,3689,34,5,28,15,16,no,no,2
701,2076,23,8,2,17,26,yes,no,4
702,3673,36,1,40,23,26,no,no,5
703,1160,22,20,2,12,4,yes,no,2
704,1084,24,8,10,12,6,yes,no,2
705,3569,36,7,48,23,20,no,no,4
706,4010,36,7,40,19,12,no,no,1
707,3502,31,7,56,23,30,no,no,4
708,561,19,28,2,13,4,no,yes,2
709,2081,15,12,10,19,14,no,no,1
710,2247,15,16,10,23,18,no,no,5
711,1944,22,28,14,19,8,yes,no,2
712,3900,35,5,24,19,28,yes,no,5
713,1718,15,24,14,21,4,no,no,2
714,1296,19,20,2,17,8,yes,no,2
715,1447,23,8,14,21,4,no,no,2
716,2614,15,28,6,21,16,no,no,1
717,2707,16,28,2,19,30,no,no,4
718,2943,16,8,10,15,28,no,no,5
719,4314,38,7,36,21,30,no,no,5
720,4137,35,1,32,21,28,no,no,5
721,2737,18,28,2,17,20,no,no,4
722,3638,33,7,48,17,24,no,no,5
723,3289,38,5,16,15,30,no,no,4
724,3861,35,1,28,17,12,no,no,1
725,2113,15,20,6,23,24,no,no,5
726,1869,18,24,2,19,8,no,no,2
727,3490,31,3,20,17,18,no,no,5
728,1880,16,28,14,23,10,yes,no,1
729,1273,15,16,2,17,4,no,no,2
730,667,23,16,10,12,8,no,yes,2
731,1937,17,8,6,19,10,no,no,2
732,2993,22,28,6,23,16,no,no,2
733,1021,23,28,6,13,8,no,yes,2
734,4197,39,7,16,21,18,no,no,5
735,854,21,24,14,12,4,no,yes,2
736,4121,37,5,52,19,14,no,no,1
737,2402,15,24,14,23,24,no,no,5
738,3110,34,1,36,17,30,no,no,4
739,999,22,24,14,11,8,no,yes,1
740,549,16,24,14,12,4,no,yes,1
741,2935,15,24,14,23,30,no,no,5
742,4185,36,1,28,19,14,no,no,2
743,3901,31,5,24,19,16,no,no,2
744,551,17,24,10,12,8,no,yes,2
745,1763,22,28,2,23,4,no,no,2
746,4339,33,3,28,17,20,no,no,4
747,2058,20,16,10,17,16,no,no,2
748,1162,18,24,10,12,8,no,yes,2
749,1687,16,24,14,23,4,no,no,2
750,803,21,24,2,13,6,no,yes,1
751,3899,30,1,48,23,14,no,no,2
752,3926,37,5,48,17,14,no,no,1
753,1772,21,24,2,21,10,yes,no,2
754,3287,37,1,32,17,14,no,no,2
755,2932,17,8,6,15,28,yes,no,4
756,512,24,20,2,11,4,yes,no,2
757,2837,21,24,10,19,28,no,no,4
758,758,24,28,2,11,6,no,yes,1
759,1053,18,12,6,13,4,no,yes,2
760,1060,19,12,14,11,10,yes,no,2
761,760,19,12,2,11,10,yes,no,1
762,574,18,20,6,12,6,no,yes,1
763,1998,22,24,14,15,4,no,no,2
764,3929,36,3,24,23,22,no,no,4
765,2645,16,8,6,23,14,no,no,1
766,663,21,24,10,11,4,no,yes,2
767,2835,23,24,2,17,22,no,no,4
768,3153,34,1,32,21,28,no,no,5
769,3238,34,1,16,19,28,no,no,4
770,1576,17,24,10,23,8,yes,no,2
771,3856,39,5,44,17,24,yes,no,4
772,4281,35,7,52,17,16,no,no,1
773,1137,18,12,2,11,6,no,yes,2
774,888,24,8,14,13,4,yes,no,1
775,2395,17,8,6,15,18,no,no,4
776,2306,20,8,14,23,30,no,no,4
777,2131,20,16,14,15,22,no,no,4
778,2705,21,20,2,15,20,no,no,5
779,3359,32,1,56,19,22,no,no,4
780,1207,23,16,6,23,10,no,no,2
781,4096,35,5,36,15,14,yes,no,2
782,1133,21,16,2,11,6,no,yes,2
783,559,18,8,2,12,8,no,yes,1
784,523,21,12,10,13,4,no,yes,1
785,3420,34,1,40,23,18,yes,no,5
786,3964,32,1,40,15,28,yes,no,5
787,2948,19,20,2,19,30,yes,no,4
788,2653,22,12,6,23,20,no,no,5
789,2448,16,20,6,21,16,yes,no,2
790,2148,17,16,10,21,26,yes,no,4
791,547,22,12,14,12,8,no,yes,1
792,2778,20,16,10,17,24,no,no,4
793,3277,38,3,28,21,12,no,no,1
794,3728,30,1,16,23,30,yes,no,4
795,3925,33,3,52,15,16,no,no,2
796,2018,20,16,14,15,30,no,no,4
797,1860,24,12,14,17,10,yes,no,1
798,1438,15,24,2,23,8,no,no,1
799,2021,17,16,14,21,26,no,no,4
800,2764,18,24,10,23,22,yes,no,5
801,2264,16,20,14,19,30,yes,no,5
802,2528,23,8,10,15,20,yes,no,5
803,1345,15,20,10,15,10,no,no,2
804,2602,21,8,14,23,20,no,no,5
805,2011,15,24,6,19,26,no,no,4
806,3785,37,7,36,17,24,no,no,5
807,1164,18,28,14,13,6,yes,no,2
808,1544,22,28,6,21,10,yes,no,1
809,1301,16,8,14,21,8,no,no,2
810,2983,18,16,6,15,28,no,no,5
811,3641,37,1,44,17,22,no,no,5
812,2804,20,16,10,19,12,yes,no,2
813,530,19,28,6,11,4,no,yes,2
814,1045,22,12,14,11,4,no,yes,1
815,2243,23,24,2,21,24,no,no,5
816,4309,38,7,32,21,26,no,no,5
817,1931,15,28,14,19,10,no,no,1
818,1550,24,8,10,15,6,no,no,2
819,4333,33,5,56,23,30,no,no,4
820,3354,31,5,44,17,18,no,no,4
821,3414,32,3,56,23,14,no,no,1
822,1743,22,20,2,21,8,no,no,2
823,1071,22,24,6,13,8,no,yes,2
824,3620,33,3,44,23,12,yes,no,1
825,1341,15,8,14,19,10,no,no,2
826,1036,23,24,2,12,6,yes,no,1
827,3675,34,5,52,19,20,no,no,5
828,3541,36,3,16,19,26,no,no,4
829,3361,31,1,48,15,12,no,no,2
830,1224,20,16,2,15,10,yes,no,1
831,3733,39,5,32,23,14,no,no,1
832,4326,38,5,52,23,24,no,no,5
833,3682,33,3,48,17,12,no,no,2
834,3632,38,7,32,23,24,yes,no,5
835,1999,16,12,10,21,8,no,no,2
836,3254,32,3,20,21,20,no,no,5
837,1530,16,16,2,17,8,no,no,2
838,548,16,8,10,11,8,yes,no,1
839,619,21,20,2,12,10,no,yes,1
840,2811,21,16,2,21,30,no,no,4
841,3449,31,1,60,17,30,no,no,5
842,1040,15,16,10,11,6,yes,no,1
843,3583,34,5,52,23,28,no,no,5
844,2385,17,20,14,21,30,no,no,5
845,3547,32,7,56,19,20,no,no,4
846,627,19,16,14,12,8,no,yes,2
847,4126,38,7,28,19,12,no,no,1
848,673,22,16,10,13,8,no,yes,1
849,2421,20,28,2,17,20,no,no,4
850,2409,21,20,6,17,18,no,no,4
851,3579,33,5,40,21,14,no,no,2
852,2498,18,20,14,19,24,no,no,4
853,1568,24,24,14,19,6,yes,no,2
854,951,18,12,14,12,4,no,yes,2
855,3439,30,3,28,17,26,no,no,4
856,1521,15,28,2,17,10,no,no,1
857,2387,24,20,2,15,12,no,no,1
858,2560,19,12,10,17,14,yes,no,1
859,1230,16,8,10,21,6,no,no,2
860,1011,20,16,10,12,4,no,yes,1
861,2875,21,16,10,23,16,no,no,2
862,3537,31,3,60,17,12,no,no,1
863,3957,35,1,40,15,26,no,no,5
864,850,23,12,6,11,6,no,yes,1
865,3966,38,1,44,19,28,no,no,4
866,1815,20,16,14,17,4,no,no,2
867,677,23,8,14,11,10,no,yes,2
868,2568,21,16,6,17,22,yes,no,4
869,2632,20,8,6,15,22,yes,no,5
870,2539,24,8,2,15,24,no,no,5
871,3037,32,1,24,19,28,no,no,5
872,1757,20,24,6,17,4,no,no,2
873,3999,35,7,24,17,20,no,no,4
874,3591,35,7,28,17,18,no,no,5
875,3122,35,5,28,17,26,no,no,5
876,927,18,12,10,11,8,no,yes,2
877,1604,21,28,10,19,8,yes,no,2
878,1490,21,28,10,17,6,no,no,2
879,3373,30,3,36,23,14,no,no,1
880,2832,17,8,10,23,22,yes,no,4
881,2424,22,24,6,21,16,yes,no,2
882,1094,15,16,2,12,6,no,yes,2
883,2059,19,16,2,17,30,no,no,5
884,3131,33,3,16,19,14,no,no,1
885,592,24,28,2,12,4,yes,no,2
886,4339,31,3,44,19,30,no,no,5
887,1193,15,28,2,12,6,no,yes,2
888,3624,31,5,24,15,30,yes,no,4
889,1493,23,20,14,15,10,no,no,1
890,3771,35,3,40,17,14,no,no,1
891,4144,30,7,20,21,26,yes,no,4
892,3945,33,1,44,19,28,no,no,4
893,1667,15,20,2,21,4,no,no,1
894,4110,35,1,28,17,12,no,no,1
895,1709,20,16,6,21,10,no,no,1
896,1150,18,8,6,12,4,no,yes,1
897,4329,33,3,32,15,18,no,no,5
898,3933,34,3,24,19,16,no,no,2
899,2478,18,20,10,23,14,no,no,1
900,1819,19,24,14,21,8,no,no,1
901,833,18,28,6,11,10,no,yes,1
902,2282,22,8,10,23,12,no,no,1
903,3689,30,7,40,23,12,no,no,1
904,1238,22,24,2,21,10,no,no,1
905,1521,20,16,14,15,10,no,no,1
906,1387,23,12,2,17,10,no,no,2
907,2492,21,20,6,17,20,yes,no,4
908,1686,16,12,14,21,10,no,no,1
909,2522,21,24,6,19,28,no,no,5
910,2363,15,28,2,19,20,no,no,4
911,3139,30,7,60,23,26,no,no,5
912,2969,20,28,14,21,28,no,no,5
913,1885,18,8,2,21,4,no,no,1
914,3258,31,1,60,15,12,no,no,1
915,2648,22,12,6,19,28,yes,no,5
916,2987,15,8,10,21,30,no,no,5
917,2725,17,24,2,15,16,no,no,1
918,1686,15,8,2,17,4,no,no,1
919,550,17,8,10,12,8,no,yes,1
920,3167,33,5,32,23,22,no,no,5
921,1533,18,28,14,17,4,no,no,2
922,1804,23,8,10,21,10,yes,no,1
923,4194,34,7,52,21,22,no,no,4
924,2448,17,20,6,23,26,yes,no,5
925,3617,31,1,36,17,30,no,no,4
926,1828,19,28,14,19,10,yes,no,2
927,4192,31,7,44,23,26,yes,no,4
928,3565,37,7,20,19,24,no,no,4
929,3407,36,7,24,17,18,no,no,4
930,2058,20,16,14,17,28,no,no,5
931,3929,37,1,24,23,18,no,no,4
932,1432,19,20,14,19,6,yes,no,2
933,2328,17,28,6,17,16,yes,no,2
934,2392,18,12,14,15,14,yes,no,1
935,1168,24,8,6,12,10,yes,no,2
936,906,21,24,10,13,10,no,yes,1
937,1712,22,12,14,19,10,yes,no,2
938,3152,30,7,40,23,28,yes,no,4
939,1744,17,24,2,23,4,yes,no,1
940,2430,23,8,2,15,14,no,no,2
941,2857,22,12,14,23,14,no,no,2
942,2398,18,28,10,23,14,no,no,2
943,656,22,20,14,12,10,yes,no,1
944,4019,39,1,60,23,22,no,no,4
945,2166,18,8,10,21,18,no,no,5
946,2140,20,8,6,15,28,yes,no,4
947,632,20,20,2,11,8,yes,no,1
948,3936,33,3,48,15,22,yes,no,4
949,2765,20,28,14,17,22,no,no,5
950,1017,21,24,2,12,8,no,yes,2
951,612,21,12,14,12,4,yes,no,2
952,2359,21,28,6,17,28,no,no,5
953,1482,15,16,14,17,4,no,no,1
954,753,23,28,6,12,4,no,yes,1
955,2254,23,16,6,15,12,no,no,2
956,909,16,20,14,12,8,no,yes,1
957,1050,15,16,2,13,8,no,yes,2
958,813,23,12,6,11,4,no,yes,2
959,2845,21,28,6,21,24,no,no,4
960,1881,16,8,10,15,4,no,no,2
961,2980,21,20,14,23,18,yes,no,4
962,1810,16,28,2,19,10,no,no,1
963,1304,24,24,10,21,8,yes,no,2
964,4349,35,3,24,15,30,no,no,4
965,2502,24,24,14,17,14,no,no,2
966,4093,36,1,28,17,20,no,no,5
967,1494,22,24,14,21,8,no,no,1
968,679,17,8,6,13,8,no,yes,1
969,932,22,12,10,13,4,yes,no,1
970,3137,34,5,28,23,24,no,no,5
971,3922,32,3,40,17,12,no,no,2
972,914,23,20,6,11,10,no,yes,2
973,1010,19,24,2,11,8,no,yes,2
974,4009,32,1,56,17,16,no,no,2
975,1100,19,16,2,13,6,yes,no,2
976,1016,17,16,6,13,6,yes,no,2
977,1889,15,20,10,19,4,no,no,2
978,2842,23,8,10,17,18,no,no,4
979,2175,20,20,14,17,22,no,no,5
980,3210,35,7,40,19,14,no,no,2
981,3591,36,5,44,19,26,no,no,4
982,2982,17,12,6,21,28,no,no,4
983,4112,36,7,24,17,26,yes,no,4
984,2855,16,8,14,23,30,no,no,4
985,2565,21,20,6,17,28,no,no,5
986,4083,33,7,52,17,20,no,no,5
987,3792,33,5,24,19,20,yes,no,5
988,651,22,8,2,11,10,no,yes,1
989,2556,21,24,6,17,28,yes,no,5
990,2992,16,12,10,23,28,yes,no,4
991,2590,17,8,14,17,20,no,no,4
992,3158,39,3,44,23,20,no,no,5
993,3363,37,3,52,23,12,no,no,2
994,800,21,24,2,13,6,yes,no,1
995,1791,15,8,14,17,6,no,no,1
996,2610,20,12,2,21,22,no,no,4
997,3067,30,1,60,15,18,no,no,5
998,2555,18,24,10,15,20,no,no,5
999,2502,23,12,6,15,30,no,no,4
1000,2262,16,24,2,17,28,no,no,4
1001,1519,22,16,14,17,6,no,no,2
1002,705,23,28,14,12,8,no,yes,2
1003,871,23,12,2,12,6,no,yes,1
1004,1084,18,16,10,13,6,yes,no,1
1005,4184,34,7,56,23,18,yes,no,5
1006,2745,22,12,10,17,24,no,no,5
1007,2283,18,24,10,23,20,no,no,4
1008,1274,22,20,6,21,8,no,no,2
1009,1273,16,16,6,23,4,no,no,1
1010,1488,20,28,2,17,6,yes,no,1
1011,840,19,12,2,12,4,yes,no,1
1012,1877,24,24,10,15,4,no,no,2
1013,3050,37,7,52,23,30,no,no,5
1014,1158,18,8,2,12,4,no,yes,2
1015,3073,31,7,56,17,24,no,no,5
1016,2954,15,8,6,21,18,no,no,5
1017,3681,34,7,48,21,18,no,no,4
1018,1297,23,20,2,17,10,no,no,2
1019,3418,37,3,28,15,20,no,no,5
1020,4314,30,7,28,23,12,no,no,1
1021,2073,22,16,10,23,30,no,no,4
1022,3900,34,7,40,17,20,yes,no,4
1023,1168,19,12,10,12,6,yes,no,2
1024,580,19,20,6,13,10,yes,no,1
1025,3228,30,3,40,19,24,yes,no,5
1026,3408,30,7,52,23,26,yes,no,4
1027,927,24,20,2,12,6,no,yes,1
1028,2210,24,28,10,21,20,no,no,4
1029,2091,20,20,10,17,18,no,no,5
1030,902,15,8,10,12,4,no,yes,1
1031,1640,19,24,10,15,10,yes,no,1
1032,3936,39,3,40,17,18,yes,no,4
1033,2852,20,28,6,23,30,yes,no,5
1034,3164,30,7,48,17,14,yes,no,2
1035,2950,24,12,2,15,14,no,no,2
1036,4339,35,7,40,17,18,no,no,4
1037,2062,15,16,14,19,20,no,no,5
1038,1652,19,24,2,15,6,yes,no,1
1039,2036,17,12,6,17,28,yes,no,5
1040,1091,19,16,10,13,4,no,yes,1
1041,3540,37,7,32,19,18,yes,no,5
1042,1717,22,16,2,21,4,no,no,2
1043,2019,16,20,2,21,28,no,no,4
1044,4048,36,7,32,21,20,yes,no,4
1045,1164,19,16,2,12,6,yes,no,1
1046,603,21,16,6,11,6,no,yes,2
1047,1112,24,28,2,13,8,yes,no,2
1048,2333,24,12,6,17,26,no,no,4
1049,1907,20,20,2,17,6,no,no,1
1050,737,22,16,6,13,8,no,yes,1
1051,1124,19,24,10,12,4,yes,no,2
1052,1517,15,20,14,15,10,no,no,1
1053,2181,21,16,6,23,22,no,no,4
1054,2294,15,12,6,17,18,no,no,5
1055,2205,22,20,2,15,28,no,no,4
1056,3041,39,1,36,19,12,no,no,2
1057,967,16,8,2,12,10,no,yes,2
1058,1344,24,24,10,19,8,yes,no,2
1059,1047,19,20,6,11,4,no,yes,1
1060,1637,24,20,10,23,4,no,no,2
1061,4099,30,5,36,23,20,no,no,4
1062,3548,33,3,28,17,16,yes,no,2
1063,2219,23,16,14,17,20,no,no,4
1064,4177,30,3,60,17,16,no,no,1
1065,2544,20,24,10,19,28,yes,no,5
1066,3205,34,7,36,15,12,no,no,2
1067,3075,34,3,52,23,30,no,no,4
1068,503,22,20,2,11,6,no,yes,1
1069,3111,31,7,40,19,28,no,no,5
1070,1374,18,8,14,23,8,no,no,2
1071,3995,35,1,60,15,30,no,no,5
1072,1639,18,16,10,19,8,no,no,1
1073,1233,18,20,2,23,4,no,no,2
1074,2325,18,12,2,23,22,no,no,5
1075,895,21,20,6,11,8,no,yes,2
1076,2805,23,20,2,19,14,no,no,2
1077,3445,30,7,44,21,18,no,no,4
1078,4222,38,1,20,21,16,no,no,1
1079,2529,15,8,10,23,12,no,no,1
1080,2563,24,12,6,23,30,no,no,5
1081,3524,31,3,44,17,18,yes,no,5
1082,3338,31,3,36,17,18,no,no,4
1083,3150,34,3,60,17,30,no,no,4
1084,3265,36,5,60,21,26,no,no,5
1085,2368,23,28,14,23,18,yes,no,4
1086,4090,35,7,60,15,14,no,no,1
1087,3710,35,7,24,21,18,no,no,4
1088,2206,24,28,2,15,16,no,no,1
1089,4087,30,1,20,17,24,no,no,5
1090,1609,20,12,14,15,4,no,no,1
1091,3974,39,1,60,19,20,no,no,5
1092,779,23,12,6,11,6,no,yes,1
1093,1515,17,16,6,19,10,no,no,2
1094,519,16,8,2,11,4,no,yes,1
1095,746,21,20,14,12,10,no,yes,2
1096,3577,33,1,40,23,30,no,no,5
1097,3105,35,7,56,23,20,no,no,4
1098,2673,20,8,10,21,16,no,no,1
1099,2518,19,16,6,19,18,no,no,5
1100,930,22,24,10,13,8,no,yes,2
1101,2539,22,12,14,19,14,no,no,1
1102,3163,39,3,16,21,18,no,no,4
1103,4138,31,7,52,23,12,no,no,1
1104,3392,37,3,56,17,22,yes,no,4
1105,606,24,24,2,13,10,no,yes,2
1106,2779,15,20,10,17,26,no,no,4
1107,572,19,24,10,13,10,yes,no,2
1108,2576,17,8,14,15,18,yes,no,4
1109,2995,23,8,6,23,28,no,no,5
1110,4331,38,3,40,17,16,no,no,1
1111,1445,20,20,14,23,10,no,no,1
1112,1808,20,20,6,23,4,yes,no,2
1113,3302,38,5,40,17,22,no,no,4
1114,1452,24,28,14,23,10,yes,no,1
1115,4103,35,1,36,15,20,no,no,4
1116,3220,36,3,16,23,16,yes,no,2
1117,2504,19,12,10,21,30,yes,no,4
1118,898,23,28,2,13,6,no,yes,1
1119,2372,19,16,6,17,18,yes,no,5
1120,1854,24,24,14,17,10,no,no,2
1121,3413,35,3,40,23,30,no,no,5
1122,2707,17,24,14,17,12,no,no,2
1123,2527,22,12,6,17,20,no,no,5
1124,4225,30,1,52,23,28,no,no,4
1125,868,20,28,14,13,8,yes,no,1
1126,1647,18,24,14,21,4,no,no,1
1127,2561,24,28,2,15,20,no,no,5
1128,2510,16,20,2,17,26,no,no,4
1129,4225,31,3,56,19,26,no,no,4
1130,2906,24,24,14,17,26,no,no,5
1131,3384,33,1,32,19,26,yes,no,4
1132,3164,35,1,16,17,18,yes,no,4
1133,2224,17,28,14,19,26,yes,no,5
1134,1472,16,16,6,21,10,yes,no,1
1135,3478,35,7,28,19,14,no,no,1
1136,3347,34,3,16,17,18,no,no,5
1137,3968,30,7,32,19,30,yes,no,4
1138,1118,17,20,6,11,4,no,yes,1
1139,3802,34,7,20,23,28,no,no,5
1140,2362,18,8,6,17,26,no,no,4
1141,2694,24,24,2,15,16,no,no,1
1142,1097,18,8,10,11,4,no,yes,2
1143,3267,35,1,32,19,26,no,no,5
1144,2759,17,16,6,23,14,no,no,2
1145,1496,23,24,14,21,6,yes,no,2
1146,3937,38,5,44,21,30,no,no,5
1147,3580,32,1,20,17,24,yes,no,5
1148,1325,19,24,10,21,4,no,no,1
1149,2904,24,28,14,21,22,yes,no,4
1150,3526,31,1,36,17,16,no,no,2
1151,2587,21,12,6,23,22,no,no,4
1152,2486,24,24,10,17,20,no,no,4
1153,3903,30,7,56,19,20,no,no,4
1154,3191,38,7,52,21,24,no,no,4
1155,2337,23,24,6,23,22,no,no,5
1156,2049,19,16,14,15,20,no,no,5
1157,3182,38,3,16,19,28,no,no,4
1158,3019,30,5,32,15,28,no,no,4
1159,3113,36,7,60,23,28,no,no,4
1160,3976,38,7,28,17,18,yes,no,5
1161,4231,30,1,36,19,22,no,no,5
1162,1320,21,12,2,21,10,yes,no,2
1163,2854,15,8,2,21,30,no,no,5
1164,1076,18,24,2,13,4,yes,no,2
1165,4182,30,7,56,15,12,no,no,2
1166,3813,30,5,56,21,24,no,no,5
1167,3590,30,7,20,23,16,no,no,2
1168,3471,38,3,52,17,20,no,no,4
1169,3650,36,7,48,23,24,no,no,5
1170,3928,35,5,24,19,24,yes,no,5
1171,2749,17,20,6,19,16,no,no,1
1172,2204,20,16,10,17,18,yes,no,4
1173,4265,30,5,20,15,26,no,no,4
1174,3265,30,7,52,15,14,no,no,2
1175,878,19,28,2,13,6,no,yes,2
1176,2021,15,12,2,23,26,no,no,5
1177,4045,31,5,32,15,24,no,no,5
1178,4296,37,1,28,23,20,yes,no,4
1179,2056,20,8,14,23,26,yes,no,4
1180,3155,38,1,52,19,18,no,no,4
1181,3746,30,5,24,21,30,no,no,4
1182,3334,36,3,32,19,30,no,no,5
1183,3843,36,1,28,23,30,no,no,4
1184,2115,23,8,14,23,28,no,no,5
1185,4341,33,3,52,21,30,no,no,4
1186,3613,39,3,24,17,20,no,no,5
1187,3903,30,7,28,19,28,no,no,5
1188,1142,15,12,14,11,4,no,yes,2
1189,1953,15,24,6,17,8,no,no,1
1190,703,24,16,2,11,6,no,yes,2
1191,2742,22,24,14,17,14,no,no,1
1192,2078,19,8,6,19,30,no,no,4
1193,623,21,20,6,12,10,no,yes,1
1194,2438,15,12,14,15,28,no,no,5
1195,1046,20,24,2,12,6,no,yes,2
1196,1377,23,12,10,21,6,no,no,1
1197,3907,39,5,48,15,18,no,no,5
1198,3149,30,1,40,19,18,no,no,4
1199,1037,22,24,2,13,8,no,yes,2
1200,2882,18,20,6,19,12,no,no,1
1201,1819,16,8,6,15,8,no,no,1
1202,518,20,12,10,11,10,no,yes,2
1203,2415,24,28,10,19,18,no,no,4
1204,4002,39,7,16,21,18,no,no,4
1205,1588,15,16,6,21,10,yes,no,2
1206,3496,33,5,36,19,26,yes,no,4
1207,1250,22,12,6,17,8,no,no,2
1208,4314,30,5,40,21,30,no,no,4
1209,1616,17,16,6,17,8,yes,no,1
1210,3007,30,5,40,23,24,no,no,5
1211,610,15,28,14,11,8,no,yes,2
1212,3337,38,1,48,21,26,no,no,5
1213,2460,19,20,14,15,20,yes,no,5
1214,2384,17,16,14,19,26,yes,no,5
1215,1734,20,24,14,23,4,no,no,2
1216,2690,17,24,10,15,12,no,no,2
1217,2740,23,16,2,21,16,yes,no,2
1218,2837,15,8,14,21,30,no,no,4
1219,1958,19,12,6,17,4,no,no,1
1220,4268,34,5,48,17,26,yes,no,4
1221,657,20,24,10,12,4,no,yes,1
1222,1473,24,12,2,23,4,no,no,1
1223,842,19,8,14,12,4,no,yes,2
1224,3523,35,1,20,15,24,no,no,4
1225,2620,21,12,14,23,28,yes,no,5
1226,1732,22,24,6,23,8,yes,no,1
1227,1255,17,12,10,17,10,no,no,1
1228,3816,33,7,20,15,24,yes,no,4
1229,702,21,8,6,11,8,no,yes,2
1230,2878,16,20,2,17,30,no,no,4
1231,1207,18,20,2,15,6,no,no,1
1232,3980,30,1,60,19,22,yes,no,4
1233,971,21,16,6,12,10,no,yes,1
1234,623,23,8,14,11,6,no,yes,2
1235,2715,19,12,2,15,26,no,no,5
1236,3979,39,5,40,15,24,no,no,4
1237,2449,23,12,10,21,24,no,no,5
1238,4208,37,7,48,15,26,yes,no,5
1239,3305,33,7,24,15,18,no,no,5
1240,1442,20,24,2,17,6,no,no,1
1241,3041,32,3,24,19,28,no,no,4
1242,1989,24,20,6,19,8,no,no,1
1243,567,21,20,6,11,6,no,yes,1
1244,2397,21,12,14,23,26,no,no,4
1245,3739,39,5,48,19,16,no,no,1
1246,3934,36,3,28,15,28,no,no,4
1247,1125,17,12,14,11,8,no,yes,2
1248,673,24,12,14,13,10,no,yes,1
1249,2720,15,16,14,21,26,yes,no,5
1250,2976,23,24,2,19,28,yes,no,5
1251,3709,31,5,60,21,30,no,no,5
1252,2150,21,12,10,21,20,no,no,4
1253,1502,20,12,14,23,10,no,no,2
1254,2966,18,12,6,17,30,no,no,4
1255,909,19,24,10,11,8,no,yes,1
1256,526,21,24,14,11,8,no,yes,1
1257,647,22,24,10,12,10,no,yes,2
1258,3869,37,7,48,23,16,no,no,1
1259,3764,30,3,52,17,12,yes,no,2
1260,2749,16,24,14,15,14,no,no,2
1261,2637,21,20,10,17,24,no,no,4
1262,2927,20,12,6,19,14,no,no,2
1263,868,16,12,2,13,4,yes,no,2
1264,3905,36,7,28,17,16,no,no,2
1265,2029,22,12,14,23,12,no,no,2
1266,3076,30,3,24,17,14,yes,no,1
1267,3869,35,5,32,19,12,no,no,1
1268,3356,31,7,20,21,28,yes,no,4
1269,2881,16,16,14,15,24,no,no,4
1270,3483,38,3,24,19,18,no,no,4
1271,1093,23,16,10,12,6,no,yes,2
1272,2486,20,12,10,21,20,no,no,4
1273,3691,37,1,20,23,22,no,no,4
1274,2194,15,16,10,19,30,no,no,4
1275,857,18,12,14,11,8,no,yes,1
1276,3600,35,7,16,15,16,yes,no,2
1277,3557,38,5,36,23,24,no,no,5
1278,3404,30,1,16,15,16,yes,no,2
1279,1147,21,12,14,13,10,no,yes,1
1280,3171,39,1,48,19,12,no,no,2
1281,1032,23,8,14,13,10,yes,no,1
1282,1495,16,24,10,23,6,no,no,1
1283,3569,38,1,24,23,12,no,no,1
1284,1544,23,16,10,15,6,yes,no,2
1285,2961,24,28,10,17,12,no,no,1
1286,1695,22,16,14,21,8,no,no,2
1287,1197,16,12,6,11,8,no,yes,1
1288,1017,20,20,6,13,4,no,yes,2
1289,3351,35,7,40,19,16,no,no,2
1290,2747,21,24,6,19,18,no,no,5
1291,1875,22,12,14,19,10,no,no,1
1292,2436,19,24,10,15,24,yes,no,4
1293,1246,16,24,6,15,8,no,no,1
1294,1470,18,20,6,21,4,no,no,1
1295,3833,34,7,40,15,24,no,no,5
1296,2554,23,16,10,23,20,no,no,5
1297,2659,20,24,10,15,30,no,no,5
1298,3994,32,5,56,19,26,no,no,4
1299,2308,17,28,6,17,22,yes,no,5
